Product_ID;Outlet_Location_Type;Outlet_Type;Product_Weight;Product_Fat_Content;Product_Visibility;Product_Type;Product_MRP;Product_Outlet_Sales;Outlet_Establishment;Outlet_Size;Outlet_ID
FDA19;Tier 3;Supermarket Type1;7.52;Low Fat;0.055081623;Fruits and Vegetables;128.8994;2055.9904;1987;High;OUT013
FDV04;Tier 3;Supermarket Type1;7.825;Regular;0.149890395;Frozen Foods;159.0288;1257.0304;1987;High;OUT013
FDL27;Tier 1;Supermarket Type1;6.17;Low Fat;0.010647477;Meat;66.3826;1937.478;1999;Medium;OUT049
NCZ17;Tier 1;Supermarket Type1;12.15;Low Fat;0.079431643;Health and Hygiene;38.6506;796.9626;1997;Small;OUT046
NCP17;Tier 1;Supermarket Type1;19.35;Low Fat;0.02775746;Health and Hygiene;62.5168;1534.0032;1999;Medium;OUT049
FDH40;Tier 3;Supermarket Type1;11.6;Regular;0.078863888;Frozen Foods;83.2276;1543.3244;1987;High;OUT013
FDF12;Tier 1;Supermarket Type1;8.235;Low Fat;0.082427854;Baking Goods;149.3076;2808.3444;1997;Small;OUT046
FDY57;Tier 1;Supermarket Type1;20.2;Regular;0.121254236;Snack Foods;94.5752;1821.6288;1997;Small;OUT046
FDB37;Tier 1;Supermarket Type1;20.25;Regular;0.022976493;Baking Goods;240.3538;4086.0146;1999;Medium;OUT049
DRK47;Tier 3;Supermarket Type2;7.905;Low Fat;0.064325351;Hard Drinks;230.2694;3197.1716;2009;Medium;OUT018
FDR16;Tier 1;Supermarket Type1;5.845;Regular;0.105181277;Frozen Foods;214.4218;5343.045;1999;Medium;OUT049
FDA16;Tier 3;Supermarket Type2;6.695;Low Fat;0.03408026;Frozen Foods;220.8456;5084.0488;2009;Medium;OUT018
FDQ44;Tier 3;Supermarket Type2;20.5;Low Fat;0.036287517;Fruits and Vegetables;121.2756;2181.1608;2009;Medium;OUT018
FDV45;Tier 1;Supermarket Type1;16.75;Low Fat;0.045117476;Snack Foods;187.9556;2440.8228;1999;Medium;OUT049
NCU05;Tier 1;Supermarket Type1;11.8;Low Fat;0.058827557;Health and Hygiene;80.8618;1288.9888;1999;Medium;OUT049
FDM04;Tier 1;Supermarket Type1;9.195;Regular;0.04712061;Frozen Foods;53.1666;768.999;1997;Small;OUT046
NCE42;Tier 2;Supermarket Type1;21.1;Low Fat;0.010600287;Household;233.9958;1869.5664;2004;Small;OUT035
FDS36;Tier 1;Supermarket Type1;8.38;Regular;0.046960237;Baking Goods;111.857;2966.139;1999;Medium;OUT049
NCD54;Tier 1;Supermarket Type1;21.1;Low Fat;0.029054046;Household;144.6786;2889.572;1999;Medium;OUT049
FDF02;Tier 1;Supermarket Type1;16.2;Low Fat;0.103634038;Canned;101.399;1031.99;1999;Medium;OUT049
FDF22;Tier 2;Supermarket Type1;6.865;Low Fat;0.056819936;Snack Foods;212.6218;2137.218;2004;Small;OUT035
FDR59;Tier 3;Supermarket Type1;14.5;Regular;0.063810405;Breads;263.2594;2878.2534;1987;High;OUT013
FDY36;Tier 1;Supermarket Type1;12.3;Low Fat;0.009410528;Baking Goods;73.738;1318.284;1997;Small;OUT046
FDZ25;Tier 3;Supermarket Type1;15.7;Regular;0.027594064;Canned;171.179;1867.569;1987;High;OUT013
FDL51;Tier 3;Supermarket Type2;20.7;Regular;0.047684831;Dairy;212.5876;1286.3256;2009;Medium;OUT018
FDY01;Tier 3;Supermarket Type1;11.8;Regular;0.170141787;Canned;116.7834;2303.668;1987;High;OUT013
FDC09;Tier 3;Supermarket Type1;15.5;Regular;0.026280116;Fruits and Vegetables;102.3332;922.7988;1987;High;OUT013
FDT25;Tier 3;Supermarket Type1;7.5;Low Fat;0.050708743;Canned;123.4072;3185.1872;1987;High;OUT013
FDR37;Tier 1;Supermarket Type1;16.5;Regular;0.066249551;Breakfast;183.3292;2006.7212;1997;Small;OUT046
FDS10;Tier 1;Supermarket Type1;19.2;Low Fat;0.035185588;Snack Foods;181.3318;1443.4544;1997;Small;OUT046
DRM11;Tier 3;Supermarket Type2;6.57;Low Fat;0.066338717;Hard Drinks;261.4278;4165.2448;2009;Medium;OUT018
FDU10;Tier 3;Supermarket Type1;10.1;Regular;0.045653999;Snack Foods;35.6848;633.8416;1987;High;OUT013
FDB12;Tier 3;Supermarket Type1;11.15;Regular;0.105220024;Baking Goods;102.7648;1142.5128;1987;High;OUT013
DRF25;Tier 1;Supermarket Type1;9;Low Fat;0.03898577;Soft Drinks;34.619;732.38;1999;Medium;OUT049
FDR11;Tier 3;Supermarket Type1;10.5;Regular;0.142419608;Breads;161.1578;1765.0358;1987;High;OUT013
FDY43;Tier 3;Supermarket Type2;14.85;Low Fat;0.098803088;Fruits and Vegetables;169.7474;673.7896;2009;Medium;OUT018
FDF57;Tier 1;Supermarket Type1;14.5;Regular;0.058827383;Fruits and Vegetables;172.2448;2897.5616;1997;Small;OUT046
NCQ53;Tier 3;Supermarket Type2;17.6;Low Fat;0.018982338;Health and Hygiene;237.059;2836.308;2009;Medium;OUT018
NCQ50;Tier 1;Supermarket Type1;18.75;Low Fat;0.034360687;Household;215.7218;4274.436;1999;Medium;OUT049
FDP49;Tier 3;Supermarket Type1;9;Regular;0.069031467;Breakfast;55.0614;442.0912;1987;High;OUT013
FDG17;Tier 3;Supermarket Type2;6.865;Regular;0.03598621;Frozen Foods;244.1486;2687.8346;2009;Medium;OUT018
FDZ40;Tier 3;Supermarket Type2;8.935;Low Fat;0.040346436;Frozen Foods;53.7298;593.2278;2009;Medium;OUT018
FDG24;Tier 3;Supermarket Type2;7.975;Low Fat;0.01469075;Baking Goods;84.725;1747.725;2009;Medium;OUT018
FDT25;Tier 2;Supermarket Type1;7.5;Low Fat;0.05074138;Canned;123.2072;1837.608;2004;Small;OUT035
FDU36;Tier 1;Supermarket Type1;6.15;Low Fat;0.046342889;Baking Goods;97.3384;886.8456;1999;Medium;OUT049
NCH18;Tier 1;Supermarket Type1;9.3;Low Fat;0.044730667;Household;245.1802;2456.802;1999;Medium;OUT049
FDK40;Tier 1;Supermarket Type1;7.035;Low Fat;0.021849398;Frozen Foods;262.091;4207.856;1997;Small;OUT046
FDX02;Tier 3;Supermarket Type1;16;Low Fat;0.057012606;Dairy;225.0404;5851.0504;1987;High;OUT013
FDY50;Tier 1;Supermarket Type1;5.8;Low Fat;0.130955811;Dairy;90.3172;1338.258;1997;Small;OUT046
NCG55;Tier 1;Supermarket Type1;16.25;Low Fat;0.039207025;Household;116.1176;2633.9048;1999;Medium;OUT049
NCA41;Tier 2;Supermarket Type1;16.75;Low Fat;0.032580547;Health and Hygiene;192.1162;3848.324;2004;Small;OUT035
FDR34;Tier 1;Supermarket Type1;17;Regular;0.015965308;Snack Foods;229.4352;4809.7392;1997;Small;OUT046
NCQ05;Tier 1;Supermarket Type1;11.395;Low Fat;0.021639678;Health and Hygiene;150.1708;2708.4744;1999;Medium;OUT049
DRG03;Tier 1;Supermarket Type1;14.5;Low Fat;0.061986574;Dairy;153.0998;4921.5936;1997;Small;OUT046
FDW44;Tier 1;Supermarket Type1;9.5;Regular;0.035151215;Fruits and Vegetables;171.8448;2556.672;1997;Small;OUT046
NCP18;Tier 1;Supermarket Type1;12.15;Low Fat;0.02859825;Household;150.4708;2257.062;1997;Small;OUT046
FDX44;Tier 3;Supermarket Type2;9.3;Low Fat;0.043141572;Fruits and Vegetables;90.4172;1249.0408;2009;Medium;OUT018
NCU41;Tier 3;Supermarket Type1;18.85;Low Fat;0.0520115;Health and Hygiene;190.3846;3630.6074;1987;High;OUT013
FDJ21;Tier 1;Supermarket Type1;16.7;Regular;0.038528228;Snack Foods;143.9102;1749.7224;1997;Small;OUT046
FDL57;Tier 3;Supermarket Type2;15.1;Regular;0.067350054;Snack Foods;257.3304;3874.956;2009;Medium;OUT018
FDL10;Tier 1;Supermarket Type1;8.395;Low Fat;0.039492207;Snack Foods;97.3042;1091.2462;1997;Small;OUT046
FDL10;Tier 3;Supermarket Type2;8.395;Low Fat;0.039653081;Snack Foods;99.5042;1686.4714;2009;Medium;OUT018
NCM19;Tier 3;Supermarket Type1;12.65;Low Fat;0.047197936;Others;114.1202;3488.1262;1987;High;OUT013
NCY18;Tier 3;Supermarket Type1;7.285;Low Fat;0.031125709;Household;174.3054;4377.635;1987;High;OUT013
NCR30;Tier 1;Supermarket Type1;20.6;Low Fat;0.071103348;Household;75.4696;1416.8224;1999;Medium;OUT049
NCQ38;Tier 1;Supermarket Type1;16.35;Low Fat;0.013387211;Others;105.628;1065.28;1999;Medium;OUT049
FDZ55;Tier 1;Supermarket Type1;6.055;Low Fat;0.025408702;Fruits and Vegetables;160.892;2396.88;1997;Small;OUT046
FDQ40;Tier 1;Supermarket Type1;11.1;Regular;0.036083537;Frozen Foods;175.4712;2988.1104;1999;Medium;OUT049
DRZ11;Tier 1;Supermarket Type1;8.85;Regular;0.112840108;Soft Drinks;122.0388;1238.388;1999;Medium;OUT049
FDD40;Tier 1;Supermarket Type1;20.25;Regular;0.014793357;Dairy;191.5162;3078.6592;1997;Small;OUT046
NCQ30;Tier 1;Supermarket Type1;7.725;Low Fat;0.029117482;Household;123.0414;1583.9382;1999;Medium;OUT049
NCX30;Tier 3;Supermarket Type1;16.7;Low Fat;0.026598474;Household;245.8776;4210.5192;1987;High;OUT013
FDQ03;Tier 3;Supermarket Type1;15;Regular;0.077949334;Meat;238.7248;2133.2232;1987;High;OUT013
FDI52;Tier 2;Supermarket Type1;18.7;Low Fat;0.104658344;Frozen Foods;121.2072;1470.0864;2004;Small;OUT035
NCW29;Tier 3;Supermarket Type2;14;Low Fat;0.028980533;Health and Hygiene;129.531;2077.296;2009;Medium;OUT018
FDF16;Tier 3;Supermarket Type1;7.3;Low Fat;0.086060695;Frozen Foods;149.8076;2808.3444;1987;High;OUT013
FDF45;Tier 1;Supermarket Type1;18.2;Regular;0.012223687;Fruits and Vegetables;57.1904;1640.5312;1999;Medium;OUT049
FDL15;Tier 3;Supermarket Type2;17.85;Low Fat;0.046824729;Meat;153.6682;1829.6184;2009;Medium;OUT018
FDA58;Tier 2;Supermarket Type1;9.395;Low Fat;0.103731617;Snack Foods;236.9932;4242.4776;2004;Small;OUT035
FDE04;Tier 3;Supermarket Type2;19.75;Regular;0.018096488;Frozen Foods;179.566;2696.49;2009;Medium;OUT018
FDS60;Tier 3;Supermarket Type1;20.85;Low Fat;0.032421521;Baking Goods;181.666;1438.128;1987;High;OUT013
NCS05;Tier 3;Supermarket Type1;11.5;Low Fat;0.020960615;Health and Hygiene;133.2942;2649.884;1987;High;OUT013
FDY15;Tier 3;Supermarket Type2;18.25;Regular;0.171523928;Dairy;155.863;2346.945;2009;Medium;OUT018
FDI19;Tier 2;Supermarket Type1;15.1;Low Fat;0.052329172;Meat;243.1512;4604.6728;2004;Small;OUT035
NCH54;Tier 3;Supermarket Type2;13.5;Low Fat;0.072965144;Household;160.692;1917.504;2009;Medium;OUT018
FDD29;Tier 1;Supermarket Type1;12.15;Low Fat;0.018410515;Frozen Foods;252.1698;2283.0282;1997;Small;OUT046
FDB57;Tier 2;Supermarket Type1;20.25;Regular;0.018801549;Fruits and Vegetables;222.1772;5559.43;2004;Small;OUT035
NCL31;Tier 3;Supermarket Type1;7.39;Low Fat;0.120180894;Others;141.447;2290.352;1987;High;OUT013
FDR20;Tier 1;Supermarket Type1;20;Regular;0.028167478;Fruits and Vegetables;45.5744;452.744;1999;Medium;OUT049
FDB28;Tier 3;Supermarket Type1;6.615;Low Fat;0.093307668;Dairy;195.9426;2570.6538;1987;High;OUT013
DRG03;Tier 3;Supermarket Type2;14.5;Low Fat;0.062239081;Dairy;154.2998;1691.7978;2009;Medium;OUT018
FDR23;Tier 3;Supermarket Type2;15.85;Low Fat;0.082120687;Breads;177.437;5645.984;2009;Medium;OUT018
FDZ56;Tier 2;Supermarket Type1;16.25;Low Fat;0.025732114;Fruits and Vegetables;166.4474;5390.3168;2004;Small;OUT035
FDH57;Tier 2;Supermarket Type1;10.895;Low Fat;0.035740763;Fruits and Vegetables;131.9284;659.142;2004;Small;OUT035
FDP25;Tier 2;Supermarket Type1;15.2;Low Fat;0.021203509;Canned;216.3824;6114.7072;2004;Small;OUT035
DRE49;Tier 3;Supermarket Type1;20.75;Low Fat;0.021232318;Soft Drinks;151.1024;2428.8384;1987;High;OUT013
FDL13;Tier 1;Supermarket Type1;13.85;Regular;0.056406129;Breakfast;231.43;3029.39;1999;Medium;OUT049
DRN59;Tier 1;Supermarket Type1;15;Low Fat;0.064241345;Hard Drinks;45.206;792.302;1999;Medium;OUT049
FDJ60;Tier 1;Supermarket Type1;19.35;Regular;0.062625641;Baking Goods;165.3184;1651.184;1999;Medium;OUT049
FDA56;Tier 1;Supermarket Type1;9.21;Low Fat;0.008778413;Fruits and Vegetables;122.4414;1583.9382;1999;Medium;OUT049
NCF07;Tier 1;Supermarket Type1;9;Low Fat;0.032072321;Household;102.2016;1416.8224;1999;Medium;OUT049
FDQ10;Tier 3;Supermarket Type1;12.85;Low Fat;0.03315162;Snack Foods;170.6422;2931.5174;1987;High;OUT013
FDN09;Tier 2;Supermarket Type1;14.15;Low Fat;0.034868095;Snack Foods;243.7828;6579.4356;2004;Small;OUT035
DRF03;Tier 2;Supermarket Type1;19.1;Low Fat;0.045299563;Dairy;38.8138;365.5242;2004;Small;OUT035
FDD10;Tier 3;Supermarket Type2;20.6;Regular;0.046208155;Snack Foods;178.0344;1605.9096;2009;Medium;OUT018
FDA25;Tier 3;Supermarket Type2;16.5;Regular;0.068403271;Canned;101.999;619.194;2009;Medium;OUT018
FDL38;Tier 2;Supermarket Type1;13.8;Regular;0.014730322;Canned;90.9172;2141.2128;2004;Small;OUT035
FDO23;Tier 3;Supermarket Type1;17.85;Low Fat;0.146305498;Breads;94.1436;1607.2412;1987;High;OUT013
DRD24;Tier 1;Supermarket Type1;13.85;Low Fat;0.030842963;Soft Drinks;143.1154;2552.6772;1999;Medium;OUT049
DRI23;Tier 1;Supermarket Type1;18.85;Low Fat;0.137410256;Hard Drinks;161.7578;1604.578;1999;Medium;OUT049
FDN33;Tier 3;Supermarket Type1;6.305;Regular;0.12301331;Snack Foods;93.2436;2079.9592;1987;High;OUT013
FDR02;Tier 1;Supermarket Type1;16.7;Low Fat;0.022099982;Dairy;110.1886;1334.2632;1999;Medium;OUT049
DRE37;Tier 1;Supermarket Type1;13.5;Low Fat;0.094219593;Soft Drinks;189.9872;1323.6104;1997;Small;OUT046
FDX21;Tier 2;Supermarket Type1;7.05;Low Fat;0.084949955;Snack Foods;109.7912;1091.912;2004;Small;OUT035
NCJ29;Tier 2;Supermarket Type1;10.6;Low Fat;0.035186271;Health and Hygiene;85.1224;1193.1136;2004;Small;OUT035
FDQ56;Tier 3;Supermarket Type1;6.59;Low Fat;0.10550944;Fruits and Vegetables;85.6908;1929.4884;1987;High;OUT013
NCQ41;Tier 2;Supermarket Type1;14.8;Low Fat;0.019476708;Health and Hygiene;193.0794;3901.588;2004;Small;OUT035
DRH39;Tier 3;Supermarket Type1;20.7;Low Fat;0.09261307;Dairy;76.367;306.268;1987;High;OUT013
DRE60;Tier 2;Supermarket Type1;9.395;Low Fat;0.159304333;Soft Drinks;226.172;3848.324;2004;Small;OUT035
FDU49;Tier 3;Supermarket Type2;19.5;Regular;0.030819397;Canned;86.054;2336.958;2009;Medium;OUT018
NCR54;Tier 1;Supermarket Type1;16.35;Low Fat;0.090562192;Household;198.211;1964.11;1997;Small;OUT046
NCS42;Tier 2;Supermarket Type1;8.6;Low Fat;0.069403341;Household;91.2146;2554.0088;2004;Small;OUT035
NCO30;Tier 3;Supermarket Type1;19.5;Low Fat;0.015711807;Household;181.8608;4042.7376;1987;High;OUT013
DRE60;Tier 1;Supermarket Type1;9.395;Low Fat;0.159582185;Soft Drinks;224.772;7017.532;1999;Medium;OUT049
FDE35;Tier 3;Supermarket Type1;7.06;Regular;0.043863865;Starchy Foods;59.5904;761.6752;1987;High;OUT013
FDV59;Tier 2;Supermarket Type1;13.35;Low Fat;0.048017962;Breads;219.6166;3483.4656;2004;Small;OUT035
DRB48;Tier 3;Supermarket Type1;16.75;Regular;0.024832806;Soft Drinks;38.7822;667.7974;1987;High;OUT013
FDT58;Tier 2;Supermarket Type1;9;Low Fat;0.085938463;Snack Foods;168.6816;1342.2528;2004;Small;OUT035
FDH16;Tier 1;Supermarket Type1;10.5;Low Fat;0.052555346;Frozen Foods;89.683;988.713;1997;Small;OUT046
FDZ51;Tier 3;Supermarket Type1;11.3;Regular;0.054507422;Meat;96.3094;666.4658;1987;High;OUT013
FDD45;Tier 2;Supermarket Type1;8.615;Low Fat;0.116226984;Fruits and Vegetables;95.9436;2741.7644;2004;Small;OUT035
FDO37;Tier 2;Supermarket Type1;8.06;Low Fat;0.021372636;Breakfast;231.7326;5313.7498;2004;Small;OUT035
FDW15;Tier 3;Supermarket Type1;15.35;Regular;0.055067732;Meat;146.5734;2375.5744;1987;High;OUT013
NCN43;Tier 1;Supermarket Type1;12.15;Low Fat;0.006770252;Others;124.473;1231.73;1999;Medium;OUT049
FDE22;Tier 3;Supermarket Type2;9.695;Low Fat;0.029693277;Snack Foods;159.792;2716.464;2009;Medium;OUT018
NCT17;Tier 3;Supermarket Type1;10.8;Low Fat;0.041831008;Health and Hygiene;186.6214;2261.0568;1987;High;OUT013
NCB19;Tier 2;Supermarket Type1;6.525;Low Fat;0.090278634;Household;86.7882;1975.4286;2004;Small;OUT035
NCI17;Tier 1;Supermarket Type1;8.645;Low Fat;0.143422643;Health and Hygiene;95.841;2027.361;1997;Small;OUT046
FDJ53;Tier 3;Supermarket Type2;10.5;Low Fat;0.071548187;Frozen Foods;120.2098;602.549;2009;Medium;OUT018
NCN53;Tier 2;Supermarket Type1;5.175;Low Fat;0.030349723;Health and Hygiene;37.0874;423.4488;2004;Small;OUT035
FDU32;Tier 2;Supermarket Type1;8.785;Low Fat;0.025962714;Fruits and Vegetables;120.9414;1949.4624;2004;Small;OUT035
FDE50;Tier 2;Supermarket Type1;19.7;Regular;0.016202582;Canned;188.2556;3379.6008;2004;Small;OUT035
NCP50;Tier 3;Supermarket Type1;17.35;Low Fat;0.020542737;Others;80.5618;322.2472;1987;High;OUT013
FDQ21;Tier 1;Supermarket Type1;21.25;Low Fat;0.019423232;Snack Foods;120.8756;3150.5656;1997;Small;OUT046
FDQ46;Tier 3;Supermarket Type1;7.51;Low Fat;0.103726639;Snack Foods;110.6544;1901.5248;1987;High;OUT013
DRH36;Tier 2;Supermarket Type1;16.2;Low Fat;0.033373748;Soft Drinks;74.0696;894.8352;2004;Small;OUT035
FDN25;Tier 1;Supermarket Type1;7.895;Regular;0.061270647;Breakfast;56.7588;343.5528;1999;Medium;OUT049
FDJ07;Tier 3;Supermarket Type2;7.26;Low Fat;0.014482278;Meat;118.115;1864.24;2009;Medium;OUT018
FDB41;Tier 2;Supermarket Type1;19;Regular;0.097294728;Frozen Foods;47.7718;1039.9796;2004;Small;OUT035
FDV58;Tier 2;Supermarket Type1;20.85;Low Fat;0.121227447;Snack Foods;197.5452;4306.3944;2004;Small;OUT035
FDA28;Tier 2;Supermarket Type1;16.1;Regular;0.047792845;Frozen Foods;126.1362;3271.7412;2004;Small;OUT035
FDA07;Tier 2;Supermarket Type1;7.55;Regular;0.030938774;Fruits and Vegetables;121.0072;2082.6224;2004;Small;OUT035
FDO13;Tier 3;Supermarket Type1;7.865;Low Fat;0.06100886;Breakfast;166.0526;3617.9572;1987;High;OUT013
DRK01;Tier 1;Supermarket Type1;7.63;Low Fat;0.061159246;Soft Drinks;92.5436;1607.2412;1999;Medium;OUT049
FDD08;Tier 3;Supermarket Type2;8.3;Low Fat;0.03549838;Fruits and Vegetables;36.6506;455.4072;2009;Medium;OUT018
FDO16;Tier 1;Supermarket Type1;5.48;Low Fat;0.015131684;Frozen Foods;83.025;1414.825;1999;Medium;OUT049
FDS55;Tier 3;Supermarket Type1;7.02;Low Fat;0.081096635;Fruits and Vegetables;148.4734;3563.3616;1987;High;OUT013
FDT57;Tier 3;Supermarket Type1;15.2;Low Fat;0.019018943;Snack Foods;238.7248;1659.1736;1987;High;OUT013
NCM26;Tier 3;Supermarket Type1;20.5;Low Fat;0.02312394;Others;154.634;2297.01;1987;High;OUT013
FDP07;Tier 3;Supermarket Type1;18.2;Low Fat;0.08982696;Fruits and Vegetables;197.111;589.233;1987;High;OUT013
FDA44;Tier 3;Supermarket Type2;19.7;Low Fat;0.053439522;Fruits and Vegetables;55.093;1018.674;2009;Medium;OUT018
FDI22;Tier 1;Supermarket Type1;12.6;Low Fat;0.096212432;Snack Foods;207.2612;4390.2852;1997;Small;OUT046
FDQ07;Tier 1;Supermarket Type1;15.1;Regular;0.087542757;Fruits and Vegetables;219.8456;6189.2768;1999;Medium;OUT049
FDY11;Tier 1;Supermarket Type1;6.71;Regular;0.029560451;Baking Goods;65.8142;856.8846;1997;Small;OUT046
FDI08;Tier 2;Supermarket Type1;18.2;Regular;0.066284519;Fruits and Vegetables;247.2092;3486.1288;2004;Small;OUT035
FDW21;Tier 2;Supermarket Type1;5.34;Regular;0.005962753;Snack Foods;102.4358;2010.716;2004;Small;OUT035
FDY48;Tier 3;Supermarket Type2;14;Low Fat;0.023831558;Baking Goods;103.1332;1948.1308;2009;Medium;OUT018
FDM39;Tier 3;Supermarket Type1;6.42;Low Fat;0.053426165;Dairy;178.7002;4477.505;1987;High;OUT013
FDA15;Tier 1;Supermarket Type1;9.3;Low Fat;0.016047301;Dairy;249.8092;3735.138;1999;Medium;OUT049
FDN34;Tier 1;Supermarket Type1;15.6;Regular;0.045835395;Snack Foods;168.2132;2367.5848;1999;Medium;OUT049
FDO40;Tier 1;Supermarket Type1;17.1;Low Fat;0.032678839;Frozen Foods;150.7392;3131.9232;1999;Medium;OUT049
FDH46;Tier 1;Supermarket Type1;6.935;Regular;0.041282286;Snack Foods;103.5332;1230.3984;1997;Small;OUT046
FDT02;Tier 2;Supermarket Type1;12.6;Low Fat;0.024190156;Dairy;34.4874;494.0236;2004;Small;OUT035
FDS44;Tier 1;Supermarket Type1;12.65;Regular;0.15604396;Fruits and Vegetables;239.6538;3845.6608;1997;Small;OUT046
DRJ25;Tier 3;Supermarket Type2;14.6;Low Fat;0.151180862;Soft Drinks;47.5692;443.4228;2009;Medium;OUT018
DRH13;Tier 3;Supermarket Type2;8.575;Low Fat;0.023983258;Soft Drinks;106.328;958.752;2009;Medium;OUT018
FDY31;Tier 3;Supermarket Type1;5.98;Low Fat;0.043526599;Fruits and Vegetables;148.4418;2354.2688;1987;High;OUT013
FDC48;Tier 1;Supermarket Type1;9.195;Low Fat;0.015859294;Baking Goods;84.5592;2559.3352;1997;Small;OUT046
NCC30;Tier 1;Supermarket Type1;16.6;Low Fat;0.027622076;Household;177.6344;2676.516;1999;Medium;OUT049
FDP20;Tier 1;Supermarket Type1;19.85;Low Fat;0.045669236;Fruits and Vegetables;126.402;1012.016;1997;Small;OUT046
FDB56;Tier 1;Supermarket Type1;8.75;Regular;0.074627201;Fruits and Vegetables;187.8556;1314.2892;1997;Small;OUT046
DRG39;Tier 1;Supermarket Type1;14.15;Low Fat;0.042246575;Dairy;54.2982;1104.5622;1999;Medium;OUT049
FDB56;Tier 3;Supermarket Type1;8.75;Regular;0.074565098;Fruits and Vegetables;186.8556;7322.4684;1987;High;OUT013
NCP18;Tier 2;Supermarket Type1;12.15;Low Fat;0.028592842;Household;151.0708;2858.9452;2004;Small;OUT035
FDO60;Tier 3;Supermarket Type1;20;Low Fat;0.034340926;Baking Goods;45.4086;981.3892;1987;High;OUT013
DRM37;Tier 3;Supermarket Type1;15.35;Low Fat;0.096317593;Soft Drinks;197.3768;3350.3056;1987;High;OUT013
FDW47;Tier 3;Supermarket Type1;15;Low Fat;0.046336634;Breads;120.0414;3533.4006;1987;High;OUT013
FDR04;Tier 1;Supermarket Type1;7.075;Low Fat;0.022566975;Frozen Foods;97.3068;1263.6884;1997;Small;OUT046
NCT30;Tier 1;Supermarket Type1;9.1;Low Fat;0.080417724;Household;48.8718;425.4462;1999;Medium;OUT049
DRJ59;Tier 3;Supermarket Type1;11.65;Low Fat;0.019356132;Hard Drinks;39.1164;308.9312;1987;High;OUT013
FDK15;Tier 3;Supermarket Type2;10.8;Low Fat;0.098814721;Meat;100.5042;1884.8798;2009;Medium;OUT018
FDY51;Tier 2;Supermarket Type1;12.5;Low Fat;0.081119484;Meat;220.0798;1322.2788;2004;Small;OUT035
DRN11;Tier 1;Supermarket Type1;7.85;Low Fat;0.162980276;Hard Drinks;145.2444;1451.444;1997;Small;OUT046
FDW28;Tier 2;Supermarket Type1;18.25;Low Fat;0.088807455;Frozen Foods;197.3452;2740.4328;2004;Small;OUT035
FDL39;Tier 3;Supermarket Type2;16.1;Regular;0.06358934;Dairy;179.4318;360.8636;2009;Medium;OUT018
FDT03;Tier 3;Supermarket Type2;21.25;Low Fat;0.010039493;Meat;181.7608;1102.5648;2009;Medium;OUT018
NCC55;Tier 3;Supermarket Type2;10.695;Low Fat;0.064022881;Household;36.0848;372.848;2009;Medium;OUT018
FDW46;Tier 2;Supermarket Type1;13;Regular;0.070288365;Snack Foods;64.3484;2218.4456;2004;Small;OUT035
DRC27;Tier 2;Supermarket Type1;13.8;Low Fat;0.058091482;Dairy;245.1802;5650.6446;2004;Small;OUT035
FDZ39;Tier 2;Supermarket Type1;19.7;Regular;0.018021361;Meat;101.199;1857.582;2004;Small;OUT035
FDY58;Tier 1;Supermarket Type1;11.65;Low Fat;0.039980644;Snack Foods;227.3694;4567.388;1999;Medium;OUT049
FDU33;Tier 3;Supermarket Type2;7.63;Regular;0.135258515;Snack Foods;47.2402;918.804;2009;Medium;OUT018
FDX36;Tier 1;Supermarket Type1;9.695;Regular;0.12848269;Baking Goods;223.9404;4950.8888;1999;Medium;OUT049
FDE10;Tier 3;Supermarket Type2;6.67;Regular;0.09031453;Snack Foods;130.5626;1180.4634;2009;Medium;OUT018
FDT14;Tier 2;Supermarket Type1;10.695;Regular;0.12770295;Dairy;120.444;2516.724;2004;Small;OUT035
FDE34;Tier 1;Supermarket Type1;9.195;Low Fat;0.107891398;Snack Foods;182.7634;3817.0314;1997;Small;OUT046
FDT48;Tier 3;Supermarket Type2;4.92;Low Fat;0.046142232;Baking Goods;199.1084;4761.8016;2009;Medium;OUT018
FDJ21;Tier 3;Supermarket Type2;16.7;Regular;0.038685176;Snack Foods;146.6102;2770.3938;2009;Medium;OUT018
FDD32;Tier 3;Supermarket Type2;17.7;Regular;0.041098734;Fruits and Vegetables;80.9276;487.3656;2009;Medium;OUT018
FDE14;Tier 3;Supermarket Type2;13.65;Regular;0.031573246;Canned;99.47;299.61;2009;Medium;OUT018
FDP60;Tier 2;Supermarket Type1;17.35;Low Fat;0.055908268;Baking Goods;99.8016;607.2096;2004;Small;OUT035
FDJ04;Tier 1;Supermarket Type1;18;Low Fat;0.124452048;Frozen Foods;118.5124;1303.6364;1997;Small;OUT046
FDK21;Tier 3;Supermarket Type2;7.905;Low Fat;0.010053105;Snack Foods;249.0408;6258.52;2009;Medium;OUT018
NCP06;Tier 1;Supermarket Type1;20.7;Low Fat;0.039245805;Household;151.4366;1511.366;1997;Small;OUT046
FDQ16;Tier 3;Supermarket Type1;19.7;Low Fat;0.041703666;Frozen Foods;109.1912;1637.868;1987;High;OUT013
NCX30;Tier 1;Supermarket Type1;16.7;Low Fat;0.026620627;Household;249.2776;4210.5192;1997;Small;OUT046
FDR20;Tier 3;Supermarket Type2;20;Regular;0.028238317;Fruits and Vegetables;46.3744;181.0976;2009;Medium;OUT018
FDV15;Tier 1;Supermarket Type1;10.3;Low Fat;0.146399712;Meat;103.9648;1661.8368;1999;Medium;OUT049
